Timestamp;Xp;Kills;Deaths
15-03-2021 17:55:03;9010,167750000006;548;246
15-03-2021 23:52:40;9010,167750000006;548;246
16-03-2021 05:52:40;9010,167750000006;548;246
16-03-2021 11:52:39;9010,167750000006;548;246
16-03-2021 17:51:06;9010,167750000006;548;246
16-03-2021 23:12:44;9010,167750000006;548;246
17-03-2021 05:12:45;9010,167750000006;548;246
17-03-2021 08:44:41;9010,167750000006;548;246
17-03-2021 11:55:04;9010,167750000006;548;246
17-03-2021 23:21:52;9010,167750000006;548;246
17-03-2021 23:55:05;9010,167750000006;548;246
18-03-2021 02:43:41;9010,167750000006;548;246
18-03-2021 06:02:56;9010,167750000006;548;246
18-03-2021 12:02:58;9010,167750000006;548;246
18-03-2021 18:02:59;9010,167750000006;548;246
19-03-2021 08:42:41;9010,167750000006;548;246
19-03-2021 11:55:04;9010,167750000006;548;246
19-03-2021 17:55:07;9010,167750000006;548;246
19-03-2021 23:55:09;9010,167750000006;548;246
20-03-2021 05:55:07;9010,167750000006;548;246
20-03-2021 12:30:06;9010,167750000006;548;246
20-03-2021 17:55:06;9010,167750000006;548;246
20-03-2021 18:43:28;9010,167750000006;548;246
20-03-2021 23:55:03;9010,167750000006;548;246
