Timestamp;Xp;Kills;Deaths
15-03-2021 17:55:03;2992,113416666666;156;93
15-03-2021 23:52:40;2992,113416666666;156;93
16-03-2021 05:52:40;2992,113416666666;156;93
16-03-2021 11:52:39;2992,113416666666;156;93
16-03-2021 17:51:06;2992,113416666666;156;93
16-03-2021 23:12:44;2992,113416666666;156;93
17-03-2021 05:12:45;2992,113416666666;156;93
17-03-2021 08:44:41;2992,113416666666;156;93
17-03-2021 11:55:04;2992,113416666666;156;93
17-03-2021 23:21:52;2992,113416666666;156;93
17-03-2021 23:55:05;2992,113416666666;156;93
18-03-2021 02:43:41;2992,113416666666;156;93
18-03-2021 06:02:56;2992,113416666666;156;93
18-03-2021 12:02:58;2992,113416666666;156;93
18-03-2021 18:02:59;2992,113416666666;156;93
19-03-2021 08:42:41;2992,113416666666;156;93
19-03-2021 11:55:04;2992,113416666666;156;93
19-03-2021 17:55:07;2992,113416666666;156;93
19-03-2021 23:55:09;2992,113416666666;156;93
20-03-2021 05:55:07;2992,113416666666;156;93
20-03-2021 12:30:06;2992,113416666666;156;93
20-03-2021 17:55:06;2992,113416666666;156;93
20-03-2021 18:43:28;2992,113416666666;156;93
20-03-2021 23:55:03;2992,113416666666;156;93
