Timestamp;Xp;Kills;Deaths
06-03-2021 11:24:26;57958,87716666673;3744;2816
06-03-2021 12:50:16;58186,24566666673;3768;2823
06-03-2021 13:32:03;58964,588250000066;3816;2856
